Mod:Item:MetaData, Localized Name
contenttweaker:d_xecf_249_ni, Depleted XECf-249 Nitride Fuel Pellet
contenttweaker:xecf_249_za, XECf-249 Zirconium Alloy Fuel Pellet
contenttweaker:d_xecf_249_za, Depleted XECf-249 Zirconium Alloy Fuel Pellet
contenttweaker:xecf_251, XECf-251
contenttweaker:xecf_251_c, XECf-251 Carbide
contenttweaker:xecf_251_tr, XECf-251 TRISO Fuel Pebble
contenttweaker:d_xecf_251_tr, Depleted XECf-251 TRISO Fuel Pebble
contenttweaker:xecf_251_ox, XECf-251 Oxide Fuel Pellet
contenttweaker:d_xecf_251_ox, Depleted XECf-251 Oxide Fuel Pellet
contenttweaker:xecf_251_ni, XECf-251 Nitride Fuel Pellet
contenttweaker:d_xecf_251_ni, Depleted XECf-251 Nitride Fuel Pellet
contenttweaker:xecf_251_za, XECf-251 Zirconium Alloy Fuel Pellet
contenttweaker:d_xecf_251_za, Depleted XECf-251 Zirconium Alloy Fuel Pellet
contenttweaker:xecf_253, XECf-253
contenttweaker:xecf_253_c, XECf-253 Carbide
contenttweaker:xecf_253_tr, XECf-253 TRISO Fuel Pebble
contenttweaker:d_xecf_253_tr, Depleted XECf-253 TRISO Fuel Pebble
contenttweaker:xecf_253_ox, XECf-253 Oxide Fuel Pellet
contenttweaker:d_xecf_253_ox, Depleted XECf-253 Oxide Fuel Pellet
contenttweaker:xecf_253_ni, XECf-253 Nitride Fuel Pellet
contenttweaker:d_xecf_253_ni, Depleted XECf-253 Nitride Fuel Pellet
contenttweaker:xecf_253_za, XECf-253 Zirconium Alloy Fuel Pellet
contenttweaker:d_xecf_253_za, Depleted XECf-253 Zirconium Alloy Fuel Pellet
contenttweaker:xee_254, XEE-254
contenttweaker:xee_254_c, XEE-254 Carbide
contenttweaker:xee_254_tr, XEE-254 TRISO Fuel Pebble
contenttweaker:d_xee_254_tr, Depleted XEE-254 TRISO Fuel Pebble
contenttweaker:xee_254_ox, XEE-254 Oxide Fuel Pellet
contenttweaker:d_xee_254_ox, Depleted XEE-254 Oxide Fuel Pellet
contenttweaker:xee_254_ni, XEE-254 Nitride Fuel Pellet
contenttweaker:d_xee_254_ni, Depleted XEE-254 Nitride Fuel Pellet
contenttweaker:xee_254_za, XEE-254 Zirconium Alloy Fuel Pellet
contenttweaker:d_xee_254_za, Depleted XEE-254 Zirconium Alloy Fuel Pellet
contenttweaker:seu_233, SEU-233
contenttweaker:seu_233_c, SEU-233 Carbide
contenttweaker:seu_233_tr, SEU-233 TRISO Fuel Pebble
contenttweaker:d_seu_233_tr, Depleted SEU-233 TRISO Fuel Pebble
contenttweaker:seu_233_ox, SEU-233 Oxide Fuel Pellet
contenttweaker:d_seu_233_ox, Depleted SEU-233 Oxide Fuel Pellet
contenttweaker:seu_233_ni, SEU-233 Nitride Fuel Pellet
contenttweaker:d_seu_233_ni, Depleted SEU-233 Nitride Fuel Pellet
contenttweaker:seu_233_za, SEU-233 Zirconium Alloy Fuel Pellet
contenttweaker:d_seu_233_za, Depleted SEU-233 Zirconium Alloy Fuel Pellet
contenttweaker:seu_235, SEU-235
contenttweaker:seu_235_c, SEU-235 Carbide
contenttweaker:seu_235_tr, SEU-235 TRISO Fuel Pebble
contenttweaker:d_seu_235_tr, Depleted SEU-235 TRISO Fuel Pebble
contenttweaker:seu_235_ox, SEU-235 Oxide Fuel Pellet
contenttweaker:d_seu_235_ox, Depleted SEU-235 Oxide Fuel Pellet
contenttweaker:seu_235_ni, SEU-235 Nitride Fuel Pellet
contenttweaker:d_seu_235_ni, Depleted SEU-235 Nitride Fuel Pellet
contenttweaker:seu_235_za, SEU-235 Zirconium Alloy Fuel Pellet
contenttweaker:d_seu_235_za, Depleted SEU-235 Zirconium Alloy Fuel Pellet
contenttweaker:sen_236, SEN-236
contenttweaker:sen_236_c, SEN-236 Carbide
contenttweaker:sen_236_tr, SEN-236 TRISO Fuel Pebble
contenttweaker:d_sen_236_tr, Depleted SEN-236 TRISO Fuel Pebble
contenttweaker:sen_236_ox, SEN-236 Oxide Fuel Pellet
contenttweaker:d_sen_236_ox, Depleted SEN-236 Oxide Fuel Pellet
contenttweaker:sen_236_ni, SEN-236 Nitride Fuel Pellet
contenttweaker:d_sen_236_ni, Depleted SEN-236 Nitride Fuel Pellet
contenttweaker:sen_236_za, SEN-236 Zirconium Alloy Fuel Pellet
contenttweaker:d_sen_236_za, Depleted SEN-236 Zirconium Alloy Fuel Pellet
contenttweaker:sep_239, SEP-239
contenttweaker:sep_239_c, SEP-239 Carbide
contenttweaker:sep_239_tr, SEP-239 TRISO Fuel Pebble
contenttweaker:d_sep_239_tr, Depleted SEP-239 TRISO Fuel Pebble
contenttweaker:sep_239_ox, SEP-239 Oxide Fuel Pellet
contenttweaker:d_sep_239_ox, Depleted SEP-239 Oxide Fuel Pellet
contenttweaker:sep_239_ni, SEP-239 Nitride Fuel Pellet
contenttweaker:d_sep_239_ni, Depleted SEP-239 Nitride Fuel Pellet
contenttweaker:sep_239_za, SEP-239 Zirconium Alloy Fuel Pellet
contenttweaker:d_sep_239_za, Depleted SEP-239 Zirconium Alloy Fuel Pellet
contenttweaker:sep_241, SEP-241
contenttweaker:sep_241_c, SEP-241 Carbide
contenttweaker:sep_241_tr, SEP-241 TRISO Fuel Pebble
contenttweaker:d_sep_241_tr, Depleted SEP-241 TRISO Fuel Pebble
contenttweaker:sep_241_ox, SEP-241 Oxide Fuel Pellet
contenttweaker:d_sep_241_ox, Depleted SEP-241 Oxide Fuel Pellet
contenttweaker:sep_241_ni, SEP-241 Nitride Fuel Pellet
contenttweaker:d_sep_241_ni, Depleted SEP-241 Nitride Fuel Pellet
contenttweaker:sep_241_za, SEP-241 Zirconium Alloy Fuel Pellet
contenttweaker:d_sep_241_za, Depleted SEP-241 Zirconium Alloy Fuel Pellet
contenttweaker:sea_242, SEA-242
contenttweaker:sea_242_c, SEA-242 Carbide
contenttweaker:sea_242_tr, SEA-242 TRISO Fuel Pebble
contenttweaker:d_sea_242_tr, Depleted SEA-242 TRISO Fuel Pebble
contenttweaker:sea_242_ox, SEA-242 Oxide Fuel Pellet
contenttweaker:d_sea_242_ox, Depleted SEA-242 Oxide Fuel Pellet
contenttweaker:sea_242_ni, SEA-242 Nitride Fuel Pellet
contenttweaker:d_sea_242_ni, Depleted SEA-242 Nitride Fuel Pellet
contenttweaker:sea_242_za, SEA-242 Zirconium Alloy Fuel Pellet
contenttweaker:d_sea_242_za, Depleted SEA-242 Zirconium Alloy Fuel Pellet
contenttweaker:secm_243, SECm-243
contenttweaker:secm_243_c, SECm-243 Carbide
contenttweaker:secm_243_tr, SECm-243 TRISO Fuel Pebble
contenttweaker:d_secm_243_tr, Depleted SECm-243 TRISO Fuel Pebble
contenttweaker:secm_243_ox, SECm-243 Oxide Fuel Pellet
contenttweaker:d_secm_243_ox, Depleted SECm-243 Oxide Fuel Pellet
contenttweaker:secm_243_ni, SECm-243 Nitride Fuel Pellet
contenttweaker:d_secm_243_ni, Depleted SECm-243 Nitride Fuel Pellet
contenttweaker:secm_243_za, SECm-243 Zirconium Alloy Fuel Pellet
contenttweaker:d_secm_243_za, Depleted SECm-243 Zirconium Alloy Fuel Pellet
contenttweaker:secm_245, SECm-245
contenttweaker:secm_245_c, SECm-245 Carbide
contenttweaker:secm_245_tr, SECm-245 TRISO Fuel Pebble
contenttweaker:d_secm_245_tr, Depleted SECm-245 TRISO Fuel Pebble
contenttweaker:secm_245_ox, SECm-245 Oxide Fuel Pellet
contenttweaker:d_secm_245_ox, Depleted SECm-245 Oxide Fuel Pellet
contenttweaker:secm_245_ni, SECm-245 Nitride Fuel Pellet
contenttweaker:d_secm_245_ni, Depleted SECm-245 Nitride Fuel Pellet
contenttweaker:secm_245_za, SECm-245 Zirconium Alloy Fuel Pellet
contenttweaker:d_secm_245_za, Depleted SECm-245 Zirconium Alloy Fuel Pellet
contenttweaker:secm_247, SECm-247
contenttweaker:secm_247_c, SECm-247 Carbide
contenttweaker:secm_247_tr, SECm-247 TRISO Fuel Pebble
contenttweaker:d_secm_247_tr, Depleted SECm-247 TRISO Fuel Pebble
contenttweaker:secm_247_ox, SECm-247 Oxide Fuel Pellet
contenttweaker:d_secm_247_ox, Depleted SECm-247 Oxide Fuel Pellet
contenttweaker:secm_247_ni, SECm-247 Nitride Fuel Pellet
contenttweaker:d_secm_247_ni, Depleted SECm-247 Nitride Fuel Pellet
contenttweaker:secm_247_za, SECm-247 Zirconium Alloy Fuel Pellet
contenttweaker:d_secm_247_za, Depleted SECm-247 Zirconium Alloy Fuel Pellet
contenttweaker:seb_248, SEB-248
contenttweaker:seb_248_c, SEB-248 Carbide
contenttweaker:seb_248_tr, SEB-248 TRISO Fuel Pebble
contenttweaker:d_seb_248_tr, Depleted SEB-248 TRISO Fuel Pebble
contenttweaker:seb_248_ox, SEB-248 Oxide Fuel Pellet
contenttweaker:d_seb_248_ox, Depleted SEB-248 Oxide Fuel Pellet
contenttweaker:seb_248_ni, SEB-248 Nitride Fuel Pellet
contenttweaker:d_seb_248_ni, Depleted SEB-248 Nitride Fuel Pellet
contenttweaker:seb_248_za, SEB-248 Zirconium Alloy Fuel Pellet
contenttweaker:d_seb_248_za, Depleted SEB-248 Zirconium Alloy Fuel Pellet
contenttweaker:secf_249, SECf-249
contenttweaker:secf_249_c, SECf-249 Carbide
contenttweaker:secf_249_tr, SECf-249 TRISO Fuel Pebble
contenttweaker:d_secf_249_tr, Depleted SECf-249 TRISO Fuel Pebble
contenttweaker:secf_249_ox, SECf-249 Oxide Fuel Pellet
contenttweaker:d_secf_249_ox, Depleted SECf-249 Oxide Fuel Pellet
contenttweaker:secf_249_ni, SECf-249 Nitride Fuel Pellet
contenttweaker:d_secf_249_ni, Depleted SECf-249 Nitride Fuel Pellet
contenttweaker:secf_249_za, SECf-249 Zirconium Alloy Fuel Pellet
contenttweaker:d_secf_249_za, Depleted SECf-249 Zirconium Alloy Fuel Pellet
contenttweaker:secf_251, SECf-251
contenttweaker:secf_251_c, SECf-251 Carbide
contenttweaker:secf_251_tr, SECf-251 TRISO Fuel Pebble
contenttweaker:d_secf_251_tr, Depleted SECf-251 TRISO Fuel Pebble
contenttweaker:secf_251_ox, SECf-251 Oxide Fuel Pellet
contenttweaker:d_secf_251_ox, Depleted SECf-251 Oxide Fuel Pellet
contenttweaker:secf_251_ni, SECf-251 Nitride Fuel Pellet
contenttweaker:d_secf_251_ni, Depleted SECf-251 Nitride Fuel Pellet
contenttweaker:secf_251_za, SECf-251 Zirconium Alloy Fuel Pellet
contenttweaker:d_secf_251_za, Depleted SECf-251 Zirconium Alloy Fuel Pellet
contenttweaker:secf_253, SECf-253
contenttweaker:secf_253_c, SECf-253 Carbide
contenttweaker:secf_253_tr, SECf-253 TRISO Fuel Pebble
contenttweaker:d_secf_253_tr, Depleted SECf-253 TRISO Fuel Pebble
contenttweaker:secf_253_ox, SECf-253 Oxide Fuel Pellet
contenttweaker:d_secf_253_ox, Depleted SECf-253 Oxide Fuel Pellet
contenttweaker:secf_253_ni, SECf-253 Nitride Fuel Pellet
contenttweaker:d_secf_253_ni, Depleted SECf-253 Nitride Fuel Pellet
contenttweaker:secf_253_za, SECf-253 Zirconium Alloy Fuel Pellet
contenttweaker:d_secf_253_za, Depleted SECf-253 Zirconium Alloy Fuel Pellet
contenttweaker:see_254, SEE-254
contenttweaker:see_254_c, SEE-254 Carbide
contenttweaker:see_254_tr, SEE-254 TRISO Fuel Pebble
contenttweaker:d_see_254_tr, Depleted SEE-254 TRISO Fuel Pebble
contenttweaker:see_254_ox, SEE-254 Oxide Fuel Pellet
contenttweaker:d_see_254_ox, Depleted SEE-254 Oxide Fuel Pellet
contenttweaker:see_254_ni, SEE-254 Nitride Fuel Pellet
contenttweaker:d_see_254_ni, Depleted SEE-254 Nitride Fuel Pellet
contenttweaker:see_254_za, SEE-254 Zirconium Alloy Fuel Pellet
contenttweaker:d_see_254_za, Depleted SEE-254 Zirconium Alloy Fuel Pellet
contenttweaker:ueu_233, UEU-233
contenttweaker:ueu_233_c, UEU-233 Carbide
contenttweaker:ueu_233_tr, UEU-233 TRISO Fuel Pebble
contenttweaker:d_ueu_233_tr, Depleted UEU-233 TRISO Fuel Pebble
contenttweaker:ueu_233_ox, UEU-233 Oxide Fuel Pellet
contenttweaker:d_ueu_233_ox, Depleted UEU-233 Oxide Fuel Pellet
contenttweaker:ueu_233_ni, UEU-233 Nitride Fuel Pellet
contenttweaker:d_ueu_233_ni, Depleted UEU-233 Nitride Fuel Pellet
contenttweaker:ueu_233_za, UEU-233 Zirconium Alloy Fuel Pellet
contenttweaker:d_ueu_233_za, Depleted UEU-233 Zirconium Alloy Fuel Pellet
contenttweaker:ueu_235, UEU-235
contenttweaker:ueu_235_c, UEU-235 Carbide
contenttweaker:ueu_235_tr, UEU-235 TRISO Fuel Pebble
contenttweaker:d_ueu_235_tr, Depleted UEU-235 TRISO Fuel Pebble
contenttweaker:ueu_235_ox, UEU-235 Oxide Fuel Pellet
contenttweaker:d_ueu_235_ox, Depleted UEU-235 Oxide Fuel Pellet
contenttweaker:ueu_235_ni, UEU-235 Nitride Fuel Pellet
contenttweaker:d_ueu_235_ni, Depleted UEU-235 Nitride Fuel Pellet
contenttweaker:ueu_235_za, UEU-235 Zirconium Alloy Fuel Pellet
contenttweaker:d_ueu_235_za, Depleted UEU-235 Zirconium Alloy Fuel Pellet
contenttweaker:uen_236, UEN-236
contenttweaker:uen_236_c, UEN-236 Carbide
contenttweaker:uen_236_tr, UEN-236 TRISO Fuel Pebble
contenttweaker:d_uen_236_tr, Depleted UEN-236 TRISO Fuel Pebble
contenttweaker:uen_236_ox, UEN-236 Oxide Fuel Pellet
contenttweaker:d_uen_236_ox, Depleted UEN-236 Oxide Fuel Pellet
contenttweaker:uen_236_ni, UEN-236 Nitride Fuel Pellet
contenttweaker:d_uen_236_ni, Depleted UEN-236 Nitride Fuel Pellet
contenttweaker:uen_236_za, UEN-236 Zirconium Alloy Fuel Pellet
contenttweaker:d_uen_236_za, Depleted UEN-236 Zirconium Alloy Fuel Pellet
contenttweaker:uep_239, UEP-239
contenttweaker:uep_239_c, UEP-239 Carbide
contenttweaker:uep_239_tr, UEP-239 TRISO Fuel Pebble
contenttweaker:d_uep_239_tr, Depleted UEP-239 TRISO Fuel Pebble
contenttweaker:uep_239_ox, UEP-239 Oxide Fuel Pellet
contenttweaker:d_uep_239_ox, Depleted UEP-239 Oxide Fuel Pellet
contenttweaker:uep_239_ni, UEP-239 Nitride Fuel Pellet
contenttweaker:d_uep_239_ni, Depleted UEP-239 Nitride Fuel Pellet
contenttweaker:uep_239_za, UEP-239 Zirconium Alloy Fuel Pellet
contenttweaker:d_uep_239_za, Depleted UEP-239 Zirconium Alloy Fuel Pellet
contenttweaker:uep_241, UEP-241
contenttweaker:uep_241_c, UEP-241 Carbide
contenttweaker:uep_241_tr, UEP-241 TRISO Fuel Pebble
contenttweaker:d_uep_241_tr, Depleted UEP-241 TRISO Fuel Pebble
contenttweaker:uep_241_ox, UEP-241 Oxide Fuel Pellet
contenttweaker:d_uep_241_ox, Depleted UEP-241 Oxide Fuel Pellet
contenttweaker:uep_241_ni, UEP-241 Nitride Fuel Pellet
contenttweaker:d_uep_241_ni, Depleted UEP-241 Nitride Fuel Pellet
contenttweaker:uep_241_za, UEP-241 Zirconium Alloy Fuel Pellet
contenttweaker:d_uep_241_za, Depleted UEP-241 Zirconium Alloy Fuel Pellet
contenttweaker:uea_242, UEA-242
contenttweaker:uea_242_c, UEA-242 Carbide
contenttweaker:uea_242_tr, UEA-242 TRISO Fuel Pebble
contenttweaker:d_uea_242_tr, Depleted UEA-242 TRISO Fuel Pebble
contenttweaker:uea_242_ox, UEA-242 Oxide Fuel Pellet
contenttweaker:d_uea_242_ox, Depleted UEA-242 Oxide Fuel Pellet
contenttweaker:uea_242_ni, UEA-242 Nitride Fuel Pellet
contenttweaker:d_uea_242_ni, Depleted UEA-242 Nitride Fuel Pellet
contenttweaker:uea_242_za, UEA-242 Zirconium Alloy Fuel Pellet
contenttweaker:d_uea_242_za, Depleted UEA-242 Zirconium Alloy Fuel Pellet
contenttweaker:uecm_243, UECm-243
contenttweaker:uecm_243_c, UECm-243 Carbide
contenttweaker:uecm_243_tr, UECm-243 TRISO Fuel Pebble
contenttweaker:d_uecm_243_tr, Depleted UECm-243 TRISO Fuel Pebble
contenttweaker:uecm_243_ox, UECm-243 Oxide Fuel Pellet
contenttweaker:d_uecm_243_ox, Depleted UECm-243 Oxide Fuel Pellet
contenttweaker:uecm_243_ni, UECm-243 Nitride Fuel Pellet
contenttweaker:d_uecm_243_ni, Depleted UECm-243 Nitride Fuel Pellet
contenttweaker:uecm_243_za, UECm-243 Zirconium Alloy Fuel Pellet
contenttweaker:d_uecm_243_za, Depleted UECm-243 Zirconium Alloy Fuel Pellet
contenttweaker:uecm_245, UECm-245
contenttweaker:uecm_245_c, UECm-245 Carbide
contenttweaker:uecm_245_tr, UECm-245 TRISO Fuel Pebble
contenttweaker:d_uecm_245_tr, Depleted UECm-245 TRISO Fuel Pebble
contenttweaker:uecm_245_ox, UECm-245 Oxide Fuel Pellet
contenttweaker:d_uecm_245_ox, Depleted UECm-245 Oxide Fuel Pellet
contenttweaker:uecm_245_ni, UECm-245 Nitride Fuel Pellet
contenttweaker:d_uecm_245_ni, Depleted UECm-245 Nitride Fuel Pellet
contenttweaker:uecm_245_za, UECm-245 Zirconium Alloy Fuel Pellet
contenttweaker:d_uecm_245_za, Depleted UECm-245 Zirconium Alloy Fuel Pellet
contenttweaker:uecm_247, UECm-247
contenttweaker:uecm_247_c, UECm-247 Carbide
contenttweaker:uecm_247_tr, UECm-247 TRISO Fuel Pebble
contenttweaker:d_uecm_247_tr, Depleted UECm-247 TRISO Fuel Pebble
contenttweaker:uecm_247_ox, UECm-247 Oxide Fuel Pellet
contenttweaker:d_uecm_247_ox, Depleted UECm-247 Oxide Fuel Pellet
contenttweaker:uecm_247_ni, UECm-247 Nitride Fuel Pellet
contenttweaker:d_uecm_247_ni, Depleted UECm-247 Nitride Fuel Pellet
contenttweaker:uecm_247_za, UECm-247 Zirconium Alloy Fuel Pellet
contenttweaker:d_uecm_247_za, Depleted UECm-247 Zirconium Alloy Fuel Pellet
contenttweaker:ueb_248, UEB-248
contenttweaker:ueb_248_c, UEB-248 Carbide
contenttweaker:ueb_248_tr, UEB-248 TRISO Fuel Pebble
contenttweaker:d_ueb_248_tr, Depleted UEB-248 TRISO Fuel Pebble
contenttweaker:ueb_248_ox, UEB-248 Oxide Fuel Pellet
contenttweaker:d_ueb_248_ox, Depleted UEB-248 Oxide Fuel Pellet
contenttweaker:ueb_248_ni, UEB-248 Nitride Fuel Pellet
contenttweaker:d_ueb_248_ni, Depleted UEB-248 Nitride Fuel Pellet
contenttweaker:ueb_248_za, UEB-248 Zirconium Alloy Fuel Pellet
contenttweaker:d_ueb_248_za, Depleted UEB-248 Zirconium Alloy Fuel Pellet
contenttweaker:uecf_249, UECf-249
contenttweaker:uecf_249_c, UECf-249 Carbide
contenttweaker:uecf_249_tr, UECf-249 TRISO Fuel Pebble
contenttweaker:d_uecf_249_tr, Depleted UECf-249 TRISO Fuel Pebble
contenttweaker:uecf_249_ox, UECf-249 Oxide Fuel Pellet
contenttweaker:d_uecf_249_ox, Depleted UECf-249 Oxide Fuel Pellet
contenttweaker:uecf_249_ni, UECf-249 Nitride Fuel Pellet
contenttweaker:d_uecf_249_ni, Depleted UECf-249 Nitride Fuel Pellet
contenttweaker:uecf_249_za, UECf-249 Zirconium Alloy Fuel Pellet
contenttweaker:d_uecf_249_za, Depleted UECf-249 Zirconium Alloy Fuel Pellet
contenttweaker:uecf_251, UECf-251
contenttweaker:uecf_251_c, UECf-251 Carbide
contenttweaker:uecf_251_tr, UECf-251 TRISO Fuel Pebble
contenttweaker:d_uecf_251_tr, Depleted UECf-251 TRISO Fuel Pebble
contenttweaker:uecf_251_ox, UECf-251 Oxide Fuel Pellet
contenttweaker:d_uecf_251_ox, Depleted UECf-251 Oxide Fuel Pellet
contenttweaker:uecf_251_ni, UECf-251 Nitride Fuel Pellet
contenttweaker:d_uecf_251_ni, Depleted UECf-251 Nitride Fuel Pellet
contenttweaker:uecf_251_za, UECf-251 Zirconium Alloy Fuel Pellet
contenttweaker:d_uecf_251_za, Depleted UECf-251 Zirconium Alloy Fuel Pellet
contenttweaker:uecf_253, UECf-253
contenttweaker:uecf_253_c, UECf-253 Carbide
contenttweaker:uecf_253_tr, UECf-253 TRISO Fuel Pebble
contenttweaker:d_uecf_253_tr, Depleted UECf-253 TRISO Fuel Pebble
contenttweaker:uecf_253_ox, UECf-253 Oxide Fuel Pellet
contenttweaker:d_uecf_253_ox, Depleted UECf-253 Oxide Fuel Pellet
contenttweaker:uecf_253_ni, UECf-253 Nitride Fuel Pellet
contenttweaker:d_uecf_253_ni, Depleted UECf-253 Nitride Fuel Pellet
contenttweaker:uecf_253_za, UECf-253 Zirconium Alloy Fuel Pellet
contenttweaker:d_uecf_253_za, Depleted UECf-253 Zirconium Alloy Fuel Pellet
contenttweaker:uee_254, UEE-254
contenttweaker:uee_254_c, UEE-254 Carbide
contenttweaker:uee_254_tr, UEE-254 TRISO Fuel Pebble
contenttweaker:d_uee_254_tr, Depleted UEE-254 TRISO Fuel Pebble
contenttweaker:uee_254_ox, UEE-254 Oxide Fuel Pellet
contenttweaker:d_uee_254_ox, Depleted UEE-254 Oxide Fuel Pellet
contenttweaker:uee_254_ni, UEE-254 Nitride Fuel Pellet
contenttweaker:d_uee_254_ni, Depleted UEE-254 Nitride Fuel Pellet
contenttweaker:uee_254_za, UEE-254 Zirconium Alloy Fuel Pellet
contenttweaker:d_uee_254_za, Depleted UEE-254 Zirconium Alloy Fuel Pellet
contenttweaker:wgu_233, WGU-233
contenttweaker:wgu_233_c, WGU-233 Carbide
contenttweaker:wgu_233_tr, WGU-233 TRISO Fuel Pebble
contenttweaker:d_wgu_233_tr, Depleted WGU-233 TRISO Fuel Pebble
contenttweaker:wgu_233_ox, WGU-233 Oxide Fuel Pellet
contenttweaker:d_wgu_233_ox, Depleted WGU-233 Oxide Fuel Pellet
contenttweaker:wgu_233_ni, WGU-233 Nitride Fuel Pellet
contenttweaker:d_wgu_233_ni, Depleted WGU-233 Nitride Fuel Pellet
contenttweaker:wgu_233_za, WGU-233 Zirconium Alloy Fuel Pellet
contenttweaker:d_wgu_233_za, Depleted WGU-233 Zirconium Alloy Fuel Pellet
contenttweaker:wgu_235, WGU-235
contenttweaker:wgu_235_c, WGU-235 Carbide
contenttweaker:wgu_235_tr, WGU-235 TRISO Fuel Pebble
contenttweaker:d_wgu_235_tr, Depleted WGU-235 TRISO Fuel Pebble
contenttweaker:wgu_235_ox, WGU-235 Oxide Fuel Pellet
contenttweaker:d_wgu_235_ox, Depleted WGU-235 Oxide Fuel Pellet
contenttweaker:wgu_235_ni, WGU-235 Nitride Fuel Pellet
contenttweaker:d_wgu_235_ni, Depleted WGU-235 Nitride Fuel Pellet
contenttweaker:wgu_235_za, WGU-235 Zirconium Alloy Fuel Pellet
contenttweaker:d_wgu_235_za, Depleted WGU-235 Zirconium Alloy Fuel Pellet
contenttweaker:wgn_236, WGN-236
contenttweaker:wgn_236_c, WGN-236 Carbide
contenttweaker:wgn_236_tr, WGN-236 TRISO Fuel Pebble
contenttweaker:d_wgn_236_tr, Depleted WGN-236 TRISO Fuel Pebble
contenttweaker:wgn_236_ox, WGN-236 Oxide Fuel Pellet
contenttweaker:d_wgn_236_ox, Depleted WGN-236 Oxide Fuel Pellet
contenttweaker:wgn_236_ni, WGN-236 Nitride Fuel Pellet
contenttweaker:d_wgn_236_ni, Depleted WGN-236 Nitride Fuel Pellet
contenttweaker:wgn_236_za, WGN-236 Zirconium Alloy Fuel Pellet
contenttweaker:d_wgn_236_za, Depleted WGN-236 Zirconium Alloy Fuel Pellet
contenttweaker:wgp_239, WGP-239
contenttweaker:wgp_239_c, WGP-239 Carbide
contenttweaker:wgp_239_tr, WGP-239 TRISO Fuel Pebble
contenttweaker:d_wgp_239_tr, Depleted WGP-239 TRISO Fuel Pebble
contenttweaker:wgp_239_ox, WGP-239 Oxide Fuel Pellet
contenttweaker:d_wgp_239_ox, Depleted WGP-239 Oxide Fuel Pellet
contenttweaker:wgp_239_ni, WGP-239 Nitride Fuel Pellet
contenttweaker:d_wgp_239_ni, Depleted WGP-239 Nitride Fuel Pellet
contenttweaker:wgp_239_za, WGP-239 Zirconium Alloy Fuel Pellet
contenttweaker:d_wgp_239_za, Depleted WGP-239 Zirconium Alloy Fuel Pellet
contenttweaker:wgp_241, WGP-241
contenttweaker:wgp_241_c, WGP-241 Carbide
contenttweaker:wgp_241_tr, WGP-241 TRISO Fuel Pebble
contenttweaker:d_wgp_241_tr, Depleted WGP-241 TRISO Fuel Pebble
contenttweaker:wgp_241_ox, WGP-241 Oxide Fuel Pellet
contenttweaker:d_wgp_241_ox, Depleted WGP-241 Oxide Fuel Pellet
contenttweaker:wgp_241_ni, WGP-241 Nitride Fuel Pellet
contenttweaker:d_wgp_241_ni, Depleted WGP-241 Nitride Fuel Pellet
contenttweaker:wgp_241_za, WGP-241 Zirconium Alloy Fuel Pellet
contenttweaker:d_wgp_241_za, Depleted WGP-241 Zirconium Alloy Fuel Pellet
contenttweaker:wga_242, WGA-242
contenttweaker:wga_242_c, WGA-242 Carbide
contenttweaker:wga_242_tr, WGA-242 TRISO Fuel Pebble
contenttweaker:d_wga_242_tr, Depleted WGA-242 TRISO Fuel Pebble
contenttweaker:wga_242_ox, WGA-242 Oxide Fuel Pellet
contenttweaker:d_wga_242_ox, Depleted WGA-242 Oxide Fuel Pellet
contenttweaker:wga_242_ni, WGA-242 Nitride Fuel Pellet
contenttweaker:d_wga_242_ni, Depleted WGA-242 Nitride Fuel Pellet
contenttweaker:wga_242_za, WGA-242 Zirconium Alloy Fuel Pellet
contenttweaker:d_wga_242_za, Depleted WGA-242 Zirconium Alloy Fuel Pellet
contenttweaker:wgcm_243, WGCm-243
contenttweaker:wgcm_243_c, WGCm-243 Carbide
contenttweaker:wgcm_243_tr, WGCm-243 TRISO Fuel Pebble
contenttweaker:d_wgcm_243_tr, Depleted WGCm-243 TRISO Fuel Pebble
contenttweaker:wgcm_243_ox, WGCm-243 Oxide Fuel Pellet
contenttweaker:d_wgcm_243_ox, Depleted WGCm-243 Oxide Fuel Pellet
contenttweaker:wgcm_243_ni, WGCm-243 Nitride Fuel Pellet
contenttweaker:d_wgcm_243_ni, Depleted WGCm-243 Nitride Fuel Pellet
contenttweaker:wgcm_243_za, WGCm-243 Zirconium Alloy Fuel Pellet
contenttweaker:d_wgcm_243_za, Depleted WGCm-243 Zirconium Alloy Fuel Pellet
contenttweaker:wgcm_245, WGCm-245
contenttweaker:wgcm_245_c, WGCm-245 Carbide
contenttweaker:wgcm_245_tr, WGCm-245 TRISO Fuel Pebble
contenttweaker:d_wgcm_245_tr, Depleted WGCm-245 TRISO Fuel Pebble
contenttweaker:wgcm_245_ox, WGCm-245 Oxide Fuel Pellet
contenttweaker:d_wgcm_245_ox, Depleted WGCm-245 Oxide Fuel Pellet
contenttweaker:wgcm_245_ni, WGCm-245 Nitride Fuel Pellet
contenttweaker:d_wgcm_245_ni, Depleted WGCm-245 Nitride Fuel Pellet
contenttweaker:wgcm_245_za, WGCm-245 Zirconium Alloy Fuel Pellet
contenttweaker:d_wgcm_245_za, Depleted WGCm-245 Zirconium Alloy Fuel Pellet
contenttweaker:wgcm_247, WGCm-247
contenttweaker:wgcm_247_c, WGCm-247 Carbide
contenttweaker:wgcm_247_tr, WGCm-247 TRISO Fuel Pebble
